post_url,post_text,post_label,number_of_likes,number_of_shares,number_of_comments,post_date,comment_text,comment_date,comment_reactions_count,comment_mode_types,post_target_region,post_language,comment_language,coal_topic/event_tag,season,comment_sentiment_label,sentiment_confidence,news_page_name
https://www.facebook.com/kyr.24.kg/posts/329308953831956?rdid=Eagant6ZZa8ATlIW,Радио-активдуу кемур боюнча чыр - бул фарс болчу,negative,0,0,0,2011-09-19,,,,,countrywide,Kyrgyz,,harm,fall,,,kyr.24.kg
https://www.facebook.com/kyr.24.kg/posts/367253350019194?rdid=7yq7uvmmfTHMJzi,Жумгалда Кара-Кечени улутташтыруу талабы коюлду,unknown,0,1,0,2012-09-14,,,,,Naryn,Kyrgyz,,nationalization,fall,,,kyr.24.kg
https://www.facebook.com/begalyn/posts/485096741513480?rdid=C8VawcVqw70hxoez#,"Ош шаардык суу чарба башкармалыгы кызматкерлерине
арзан көмүр сатууда
Ош шаардык суу чарба башкармалыгы кызматкерлерине колдоо
керсетуу максатында кемурду арзан баада сатууда. Анын алкагында
бугунку кунге карата 100 тонн ",positive,0,0,0,2012-11-17,,,,,Osh,Kyrgyz,,lowered price,fall,,,KyrgyzToday/Кыргызстан сегодня/Кыргызстан бүгүн  
https://www.facebook.com/kyrgyztoday/posts/12339614486596?rdid=bg8V2oeNmpOClwb6#,"Сузакта шахтада каза болгондордун аты-жену такталды
Кечээ, 4-декабрь куну Сузак районунун Маркай айылында жайгашкан
менчик шахтада мыйзамсыз кемур казып жаткан 5 адамды кемур
басып калган.",negative,0,0,0,2012-12-04,,,,,Jalalabat,Kyrgyz,,incident,winter,,,KyrgyzToday/Кыргызстан сегодня/Кыргызстан бүгүн  
https://www.facebook.com/kyrgyztoday/posts/23120021037389?rdid=jbC7qY4J9r82FW5U#,"Жантөрө Сатыбалдиев Сулукту шаарында кенчилер менен
жолугушту
Кечээ премьер-министр Жантере Сатыбалдиев Лейлек районунун
Сулукту шаарына барып, кемур шахтасында иштеген кенчилер жана
кемур казуучу ишканалардын же ",neutral,0,0,0,2012-12-14,,,,,Batken,Kyrgyz,,government visit,winter,,,kyr.24.kg
https://www.facebook.com/kyr.24.kg/posts/3727685779195?rdid=EM8jI281BCKGxdWx#,"Жогорку сот уулуу көмүр иши менен айыпталган бир катар аткаминерлерди
айыпсыз деп тапты",neutral,0,0,0,2012-11-14,,,,,countrywide,Kyrgyz,,corruption,fall,,,kyr.24.kg
https://www.facebook.com/kyrgyztoday/posts/149643231844346?rdid=JejSTF9dxtlb1DVi#,"Кызматтан кетти. Казакстандан уулуу комур алып келип, коомчулукту дурбеленге салган, ал учун кыпы ",neutral,0,0,0,2012-09-24,,,,,countrywide,Kyrgyz,,"import, harm",fall,,,KyrgyzToday/Кыргызстан сегодня/Кыргызстан бүгүн  
https://www.facebook.com/kyrgyztoday/posts/462587227113944?rdid=APwERNJTuSUlA5mH#,"Жыл башынан бери Кыргызстандан 15,5 мин, тонна Сулукту көмүрү эспорттолгон",unknown,0,0,0,2012-11-08,,,,,countrywide,Kyrgyz,,export,fall,,,KyrgyzToday/Кыргызстан сегодня/Кыргызстан бүгүн  
https://www.facebook.com/begalyn/posts/433298876735097?rdid=YVsOt7NQ9wiu9ejo#,"Пенсия эки мин болсо, кемур алты мин болду
Кыргызстанда пенсионерлердин эн кебу беш мин сом, арты эки мин сом акча теломдер ",negative,0,0,0,2012-10-19,,,,,countrywide,Kyrgyz,,high price,fall,,,kyrgyztoday.kg
https://www.facebook.com/begalyn/posts/12589140969602?rdid=euVQRa62XTYfskZK#,"Жогорку сот ""радиоактивдүү көмүр иши"" боюнча айыпталган А.Шадиевди
актады",unknown,0,0,0,2012-11-14,,,,,countrywide,Kyrgyz,,"import, harm",fall,,,kyrgyztoday.kg
https://www.facebook.com/begalyn/posts/52068066491984?rdid=mZUQp9Vz50ceiKol#,"Сузак районундагы шахтада 5 адамды көмүр басып калды
4-декабрь куну Сузак районунун Маркай айылында жайгашкан менчик шахтада мыйзам ",negative,0,0,0,2012-04-12,,,,,Jalalabat,Kyrgyz,,incident,winter,,,kyrgyztoday.kg
https://www.facebook.com/kyrgyztoday/posts/25258776250807?rdid=UzW1C3vSmZWGp4Fm#,"Жогорку Кеңеш Жогорку сотко айланып баратат - эксперт
Эксперт Расул Умбеталиев ""Кулан"" кенинен ташылып келинген уулуу көмүр боюнча жан ",unknown,0,0,0,2012-04-12,,,,,countrywide,Kyrgyz,,"import, harm",spring,,,kyrgyztoday.kg
https://www.facebook.com/kyrgyztoday/posts/20267073181215?rdid=uGA9n2VxQ9VYtfl9#,"Депутаттар Аскар Шадиев кызматына кайтып келиши керек деп эсептешет
Жогорку Кенештин жыйынында бүгүн Казакстандын Кулан кенинен ташылып келинген у ",unknown,3,0,0,2012-04-12,,,,,countrywide,Kyrgyz,,"import, politics",spring,,,KyrgyzToday/Кыргызстан сегодня/Кыргызстан бүгүн  
https://www.facebook.com/kyrgyztoday/posts/25293048131912?rdid=v4iPKMQb0aVywy1E#,"Шадиевдин ордуна Давыдовду алып келбейлиби?
Кечээ Энергетика министри Аскарбек Шадиевдин ордуна көмүр чуусуна байланышкан к ",unknown,2,0,0,2012-03-15,,,,,countrywide,Kyrgyz,,politics,spring,,,KyrgyzToday/Кыргызстан сегодня/Кыргызстан бүгүн  
https://www.facebook.com/kyrgyztoday/posts/194412527333890?rdid=uyeVOtqTLTfy5VQa#,"Башкы прокуратура уулуу көмүр боюнча министр Шадиевге айып такты
Казакстандын Кулан кенинен уулуу кемурдун келиши боюнча козголгон кылмыш ишини ",negative,0,0,0,2012-03-13,,,,,countrywide,Kyrgyz,,"harm, politics, import",spring,,,KyrgyzToday/Кыргызстан сегодня/Кыргызстан бүгүн  
https://www.facebook.com/begalyn/posts/136557613159499?rdid=j1mhxjkP4ggeFyVX#,"Жумгалда Кара-Кече кемур кенинен агып келген агын суулар менен 200ден
ашык гектар жер сугарылат",negative,0,0,0,2012-11-13,,,,,Naryn,Kyrgyz,,harm,fall,,,kyrgyztoday.kg
https://www.facebook.com/barakelde/posts/344305425610360?rdid=7EEsROFnB0nYSCYm#,Казакстанга 10 вагон радиоактивдүү көмүр женетулду (фото) - Баракелде Баракелде - Бишкектеги «Жылуулук электр борборунан» радиоактивдуу 10 вагон кемур ,negative,0,0,0,2012-02-14,,,,,countrywide,Kyrgyz,,"harm, export",winter,,,barakelde.org
https://www.facebook.com/kyrgyztoday/posts/442229372504792?rdid=XaRX5qxOfn1KMveP#,"""Ата-Мекен"" шайлоочуларга ""Республика"" партиясынын атынан көмүр
таратууда",negative,0,0,0,2012-11-23,,,,,unknown,Kyrgyz,,"corruption, elections",fall,,,KyrgyzToday/Кыргызстан сегодня/Кыргызстан бүгүн  
https://www.facebook.com/share/1FKy21TWWa/,"Шахтадагы балалык. Кечээ дүйнөдө Жакырчылыкты жоюунун эл аралык күнү белгиленди. Жакыр жашоодон кайсыл гана өлкөдө болбосун, эң оболу жаш балдар жабыр тартышууда. Кабарчыбыз Кыргызстандын эң четки - Сүлүктү шаарындагы көмүр кендеринде иштеген жаш балдардын абалына кызыкты. Бул маселе азырга чейин иликтене элек. Далысына бир туурам наны менен иче турган суу салынган баштыгын артына, улам белинен ылдый түшүп бараткан шымын жогору тартып байлап койгон Нурбек көмүр казылып жаткан жерден 50 метрдей ары жактагы оор машинеге көмүр жеткирип жатты. Бою кичинекей, арык бул бала өзү 11 жашта экенин айтпаса, мен аны 10го да толо элек деп ойломокмун. Азыр бул машинеге көмүрдү артып жатабыз. Акчасы вагонуна жараша, бир вагонду артсак, 200 сом алабыз"", - дейт ал. Мен андан: Ата-энең сен бул жакта иштеп жатканыңды билеби?, - деп сурадым. Апам үйдө, атам – шахтер. Төрт бир тууганбыз, - дейт бир аз уялыңкы үн менен.

Нурбек – Кыргызстандын эң четки районундагы бул көмүр кенинде иштеп жаткан ондогон, а балким жүздөгөн балдардын бири. Анын айтымында, дал ушул эле жерде аны менен кошо төрт бала, коңшу шахтада дагы жети бала иштейт. “Ишке көнүп деле калдым”, - дейт ал.
Азаттык”: Көмүр арткан оорбу?

Жок, оор эмес, жеңил эле 

“Азаттык”: Сен өзүң да көмүрдү көтөрөсүңбү?

Ооба, бир кап көмүрдү көтөрөм.

“Азаттык”: Бир кап көтөрөсүңбү? Белиң оорубайбы?

Жок, оорубайт  Тээтиги жерге чейин көтөрүп барып, ошол жерге коюп коёбуз. Ал жерден башка кишилер машинелерге жүктөп алып кетишет.

Нурбек азыр каникул учурунда гана шахтага келгенин, бир нече күндөн кийин мектеп ачылганда окуудан калбаганга аракет кылаарын айтат. Жайдары мүнөз, улам мага күлүңдөп, фотоаппаратымды кызыга караган бул баланын көз карашында, мүнөзүндө бирок кадимки жаш баланын кыялы байкалбайт.

“Атама жардам берейин деп келдим”, - дейт ал. Атасы шахтада иштейт экен, айлыгы 5000 сомдун тегерегинде. 100 доллардан бир аз эле ашыгыраак акчага азыр бир ай төрт балалуу үй-бүлөгө жашаган айыл жеринде да оңой эмес.",negative,3,0,4,2012-10-18,"өкүнүчтүү,балалыктан байкуштар минтип түйшүк тартышат,азыр алардын көчөдө эч нерсе менен иши жок ойноп жүрө турган убактылары болчу,алар болсо минтип иштеп жүрүшөт ",2012-10-19,1.0,text,Batken,Kyrgyz,Kyrgyz,child labor,fall,neutral,high,Azattyk
